hh_index	plot_index	pinst	plot_id	plot_name	plot_area_a	plot_area_u	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p_id	p_uuid	p_submission_time	p_index	p_parent_table_name	p_parent_index	p_tags	p_notes	p_version	p_duration	p_submitted_by
272.0	1071.0	4	4	"Nyumbani"	0.5	1	0.1	1		2		4		"2011-01-01"	0				0		0					1071	"APS_tz17_hh"	272					
272.0	1072.0	5	5	"Mariki"	0.5	1	1.0	1		2		4		"2012-01-01"	0				0		0					1072	"APS_tz17_hh"	272					
272.0	1073.0	6	6	"Rusian"	0.75	1	1.0	1		2		4		"2011-01-01"	0				0		0					1073	"APS_tz17_hh"	272					
273.0	1074.0	1	1	"Nyumbani"	1.25	1	0.0	1		2		1		"2007-01-01"	0				0		0					1074	"APS_tz17_hh"	273					
273.0	1075.0	2	2	"Kanisani"	1.0	1	2.5	1		2		1		"2009-01-01"	0				0		0					1075	"APS_tz17_hh"	273					
274.0	1076.0	1	1	"Nyumbani"	2.5	1	0.0	1		2		1		"1989-01-01"	0				0		0					1076	"APS_tz17_hh"	274					
274.0	1077.0	2	2	"Mlimani"	0.5	1	15.0	1		2		1		"1986-01-01"	0				0		0					1077	"APS_tz17_hh"	274					
275.0	1078.0	1	1	"Nyumbani"	3.0	1	0.0	1		2		1		"1995-01-01"	0				0		0					1078	"APS_tz17_hh"	275					
275.0	1079.0	2	2	"Segiet"	1.0	1	2.0	1		2		1		"1990-01-01"	0				0		0					1079	"APS_tz17_hh"	275					
275.0	1080.0	3	3	"Segiet 1"	0.25	1	2.0	1		2		1		"1984-01-01"	0				0		0					1080	"APS_tz17_hh"	275					
276.0	1081.0	1	1	"Nyumbani"	1.0	1	0.0	1		2		1		"2008-01-01"	0				0		0					1081	"APS_tz17_hh"	276					
277.0	1082.0	1	1	"Sekondari"	2.0	1	1.5	1		2		1		"2012-01-01"	0				0		0					1082	"APS_tz17_hh"	277					
277.0	1083.0	2	2	"Olbeshi"	1.5	1	1.0	1		2		1		"1990-01-01"	0				0		0					1083	"APS_tz17_hh"	277					
277.0	1084.0	3	3	"Nyumbani"	4.0	1	0.0	2		2		1		"1990-01-01"	0				0		0					1084	"APS_tz17_hh"	277					
278.0	1085.0	1	1	"Manuwasi"	1.0	1	0.5	1		2		1		"2000-01-01"	0				0		0					1085	"APS_tz17_hh"	278					
278.0	1086.0	2	2	"Manuwasi"	0.25	1	0.8	1		2		1		"2000-01-01"	0				0		0					1086	"APS_tz17_hh"	278					
279.0	1087.0	1	1	"Ngorika"	5.0	1	10.0	1		3		1		"1997-01-01"	0				0		0					1087	"APS_tz17_hh"	279					
279.0	1088.0	2	2	"Mahindi alizeti"	5.0	1	10.0	1		3		1		"1997-01-01"	0				0		0					1088	"APS_tz17_hh"	279					
279.0	1089.0	3	3	"Fallow"	15.0	1	9.0	2		2		1		"1997-01-01"	0				0		0					1089	"APS_tz17_hh"	279					
280.0	1090.0	1	1	"Ngorika"	7.0	1	9.0	1		3		1		"1996-01-01"	0				0		0					1090	"APS_tz17_hh"	280					
280.0	1091.0	2	2	"Fallow"	7.0	1	9.0	2		2		1		"1996-01-01"	0				0		0					1091	"APS_tz17_hh"	280					
281.0	1092.0	1	1	"Ngorika"	7.0	1	4.0	1		3		1		"1995-01-01"	0				0		0					1092	"APS_tz17_hh"	281					
281.0	1093.0	2	2	"Ngorika"	4.0	1	4.0	1		3		1		"1995-01-01"	0				0		0					1093	"APS_tz17_hh"	281					
281.0	1094.0	3	3	"Ngorika"	9.0	1	4.0	2		3		1		"1995-01-01"	0				0		0					1094	"APS_tz17_hh"	281					
282.0	1095.0	1	1	"Ngorika"	10.0	1	6.0	1		3		1		"1993-01-01"	0				0		0					1095	"APS_tz17_hh"	282					
282.0	1096.0	2	2	"Ngorika"	10.0	1	6.0	2		3		1		"1993-01-01"	0				0		0					1096	"APS_tz17_hh"	282					
283.0	1097.0	1	1	"Ngorika A"	15.0	1	6.0	1		3		1		"1995-01-01"	0				0		0					1097	"APS_tz17_hh"	283					
283.0	1098.0	2	2	"Nyumbani"	0.5	1	0.0	1		3		1		"1995-01-01"	0				0		0					1098	"APS_tz17_hh"	283					
283.0	1099.0	3	3	"Ngorika B"	5.0	1	6.0	4		4		1		"1995-01-01"	0				0		0					1099	"APS_tz17_hh"	283					
284.0	1100.0	1	1	"Ngorika"	10.0	1	6.0	1		3		1		"1998-01-01"	0				0		0					1100	"APS_tz17_hh"	284					
284.0	1101.0	2	2	"Ngurudoto"	10.0	1	6.0	2		2		1		"2016-01-01"	0				0		0					1101	"APS_tz17_hh"	284					
285.0	1102.0	1	1	"Makuta"	4.0	1	0.0	1		2		1		"2015-01-01"	0				0		0					1102	"APS_tz17_hh"	285					
285.0	1103.0	2	2	"Acha mcheso"	14.0	1	0.3	1		2		1		"2007-01-01"	0				0		0					1103	"APS_tz17_hh"	285					
285.0	1104.0	3	3	"Makasini"	20.0	1	6.0	1		2		1		"2007-01-01"	0				0		0					1104	"APS_tz17_hh"	285					
286.0	1105.0	1	1	"\"Maize, Sorghum Cowpeas and Pumking, Silaroda fam\""	2.5	1	0.0	1		2		1		"1984-01-01"	0				0		0					1105	"APS_tz17_hh"	286					
286.0	1106.0	2	2	"\"Maize Sunflower, Silaroda farm\""	0.5	1	0.0	1		2		1		"1984-01-01"	0				0		0					1106	"APS_tz17_hh"	286					
287.0	1107.0	1	1	"\"Maize, Beans, Pigeonpea and Sunflower, Silaroda Kati farm\""	4.0	1	0.0	1		2		1		"1981-01-01"	0				0		1	"2008-01-01"				1107	"APS_tz17_hh"	287					
287.0	1108.0	2	2	"\"Maize, Beans and Sunflower, Silaroda Kati farm\""	0.75	1	0.0	1		2		1		"1981-01-01"	0				0		1	"2010-01-01"				1108	"APS_tz17_hh"	287					
287.0	1109.0	3	3	"\"Maize, Beans, Pigeonpeam and Sunflower,  Ayagenda farm\""	1.5	1	2.0	1		2		4		"2015-01-01"	0				0		0					1109	"APS_tz17_hh"	287					
287.0	1110.0	4	4	"\"Maize, Beans, Sunflower and Pigeonpea, Ayamai farm\""	2.0	1	0.25	1		2		1		"1986-01-01"	0				0		0					1110	"APS_tz17_hh"	287					
287.0	1111.0	5	5	"\"Virgin Land for grazing, Dareda kati\""	1.5	1	0.0	3		3		1		"1981-01-01"	0				0		0					1111	"APS_tz17_hh"	287					
288.0	1112.0	1	1	"\"Maize, Sunflower,Sorghum and Green gram, Acha mchezo farm\""	10.0	1	3.0	1		2		2		"1999-01-01"	0	0			0		0					1112	"APS_tz17_hh"	288					
288.0	1113.0	2	2	"\"Groundnut, Mrijo farm\""	0.5	1	0.25	1		2		4		"2016-01-01"	0				0		0					1113	"APS_tz17_hh"	288					
288.0	1114.0	3	3	"\"Garden Banana, cowpeas, and amaranthus, Olobolot farm\""	0.25	1	0.0	8		6		2		"2004-01-01"	0	3			0		0					1114	"APS_tz17_hh"	288					
289.0	1115.0	1	1	"Maize Beans pigeon peas"	1.75	1	0.5	1		3		1		"1989-01-01"	0				0		0					1115	"APS_tz17_hh"	289					
289.0	1116.0	2	2	"Milimani"	1.0	1	6.0	1		3		4		"2016-01-01"	0				0		0					1116	"APS_tz17_hh"	289					
290.0	1117.0	1	1	"Maize Beans sunflower"	1.0	1	0.0	1		3		1		"1993-01-01"	0				0		1	"1995-01-01"				1117	"APS_tz17_hh"	290					
290.0	1118.0	2	2	"Rented in"	1.0	1	6.0	1		99	"Rented in"	4		"2016-01-01"	0				0		0					1118	"APS_tz17_hh"	290					
291.0	1119.0	1	1	"Ngorika"	10.0	1	4.5	1		2		1		"2003-01-01"	0				0		0					1119	"APS_tz17_hh"	291					
291.0	1120.0	2	2	"Ngongwai"	14.0	1	4.0	99	"Rented"	2		2		"2016-01-01"	0	3			0		0					1120	"APS_tz17_hh"	291					
292.0	1121.0	1	1	"Bondeni"	26.0	1	4.5	1		2		1		"1998-01-01"	0				0		0					1121	"APS_tz17_hh"	292					
293.0	1122.0	1	1	"Ngorika1"	12.0	1	4.0	2		2		1		"1998-01-01"	0				0		1	"2000-01-01"				1122	"APS_tz17_hh"	293					
293.0	1123.0	2	2	"Ngorika2"	26.0	1	6.0	1		2		1		"2003-01-01"	0				0		0					1123	"APS_tz17_hh"	293					
293.0	1124.0	3	3	"Kaa chini"	36.0	1	8.0	1		2		1		"2004-01-01"	0				0		0					1124	"APS_tz17_hh"	293					
294.0	1125.0	1	1	"Ngorika"	10.0	1	4.0	1		2		1		"2003-01-01"	0				0		0					1125	"APS_tz17_hh"	294					
294.0	1126.0	2	2	"Ngorika"	15.0	1	4.0	2		2		1		"2003-01-01"	0				0		0					1126	"APS_tz17_hh"	294					
294.0	1127.0	3	3	"Ngorika"	5.0	1	3.0	4		2		1		"1999-01-01"	0				0		0					1127	"APS_tz17_hh"	294					
295.0	1128.0	1	1	"Ngorika"	6.0	1	4.0	1		2		1		"1994-01-01"	0				0		0					1128	"APS_tz17_hh"	295					
295.0	1129.0	2	2	"Nyumbani"	1.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					1129	"APS_tz17_hh"	295					
295.0	1130.0	3	3	"Karibu na nyumbani"	0.25	1	0.0	1		2		99	"Allowed to plant on neighbour plot"	"2016-01-01"	0				0		0					1130	"APS_tz17_hh"	295					
295.0	1131.0	4	4	"Ngorika 2"	10.0	1	4.0	2		2		1		"1994-01-01"	0				0		0					1131	"APS_tz17_hh"	295					
296.0	1132.0	1	1	"Maguruwe"	21.0	1	7.0	1		2		1		"2007-01-01"	0				0		0					1132	"APS_tz17_hh"	296					
296.0	1133.0	2	2	"Shuleni"	6.25	1	2.0	1		2		1		"2003-01-01"	0				0		0					1133	"APS_tz17_hh"	296					
297.0	1134.0	1	1	"Ngoliga"	4.5	1	4.0	1		2		1		"2001-01-01"	0				0		0					1134	"APS_tz17_hh"	297					
297.0	1135.0	2	2	"Fallow "	0.25	1	4.0	2		2		1		"2001-01-01"	0				0		0					1135	"APS_tz17_hh"	297					
298.0	1136.0	1	1	"Maize"	2.5	1	0.0	1		3		1		"1994-01-01"	0				0		1	"2013-01-01"				1136	"APS_tz17_hh"	298					
298.0	1137.0	2	2	"Bustani"	0.25	1	0.0	6		3		1		"1994-01-01"	0				0		1	"2013-01-01"				1137	"APS_tz17_hh"	298					
299.0	1138.0	1	1	"Maize"	2.0	1	0.0	1		3		1		"2002-01-01"	0				0		1	"2004-01-01"				1138	"APS_tz17_hh"	299					
299.0	1139.0	2	2	"Silaloda kati"	3.0	1	2.0	1		3		1		"2002-01-01"	0				0		0					1139	"APS_tz17_hh"	299					
300.0	1140.0	1	1	"Shamba la chamchezo"	9.5	1	10.0	1		3		1		"1995-01-01"	0				0		1	"2015-01-01"				1140	"APS_tz17_hh"	300					
301.0	1141.0	1	1	"Maize"	20.0	1	11.0	1		3		1		"1995-01-01"	0				0		0					1141	"APS_tz17_hh"	301					
302.0	1142.0	1	1	"Acha mchezo"	27.0	1	8.0	1		3		1		"1994-01-01"	0				0		0					1142	"APS_tz17_hh"	302					
302.0	1143.0	2	2	"Rented out"	23.0	1	8.0	4		3		1		"1994-01-01"	0				0		0					1143	"APS_tz17_hh"	302					
303.0	1144.0	1	1	"Maize Sunflower"	2.0	1	8.0	1		3		1		"2013-01-01"	0				0		0					1144	"APS_tz17_hh"	303					
304.0	1145.0	1	1	"Home"	0.5	1	0.0	1		2		1		"2010-01-01"	0				0		0					1145	"APS_tz17_hh"	304					
304.0	1146.0	2	2	"Chini"	0.75	1	0.5	1		2		1		"2010-01-01"	0				0		0					1146	"APS_tz17_hh"	304					
304.0	1147.0	3	3	"Zulu"	1.0	1	1.0	2		2		1		"2010-01-01"	0				0		0					1147	"APS_tz17_hh"	304					
304.0	1148.0	4	4	"Zulu"	0.5	1	1.0	2		2		1		"2010-01-01"	0				0		0					1148	"APS_tz17_hh"	304					
304.0	1149.0	5	5	"Zulu"	0.5	1	1.0	2		2		1		"2010-01-01"	0				0		0					1149	"APS_tz17_hh"	304					
305.0	1150.0	1	1	"Lwanyanga"	1.5	1	1.0	1		3		4		"2016-01-01"	0				0		0					1150	"APS_tz17_hh"	305					
305.0	1151.0	2	2	"Muvalasanyi"	1.0	1	1.0	1		3		4		"2016-01-01"	0				0		0					1151	"APS_tz17_hh"	305					
305.0	1152.0	3	3	"Home"	1.0	1	0.0	1		2		1		"1998-01-01"	0				0		0					1152	"APS_tz17_hh"	305					
305.0	1153.0	4	4	"Isemali"	1.0	1	2.0	1		2		1		"1997-01-01"	0				0		0					1153	"APS_tz17_hh"	305					
306.0	1154.0	1	1	"Utona"	1.0	1	1.0	1		3		1		"1986-01-01"	0				0		0					1154	"APS_tz17_hh"	306					
306.0	1155.0	2	2	"Mvalasani"	0.75	1	1.0	1		3		1		"1986-01-01"	0				0		0					1155	"APS_tz17_hh"	306					
306.0	1156.0	3	3	"Uhanyi"	3.0	1	3.0	1		3		1		"1981-01-01"	0				0		0					1156	"APS_tz17_hh"	306					
306.0	1157.0	4	4	"Kimilazira"	0.75	1	2.0	1		3		1		"1986-01-01"	0				0		0					1157	"APS_tz17_hh"	306					
307.0	1158.0	1	1	"Nyumbani A"	1.0	1	0.0	1		3		1		"1954-01-01"	0				0		0					1158	"APS_tz17_hh"	307					
307.0	1159.0	2	2	"Nyumbani B"	1.0	1	0.0	1		3		1		"1955-01-01"	0				0		0					1159	"APS_tz17_hh"	307					
307.0	1160.0	3	3	"Vitindi"	0.5	1	1.0	1		3		1		"1957-01-01"	0				0		0					1160	"APS_tz17_hh"	307					
308.0	1161.0	1	1	"Utewele potatoes"	1.0	1	0.0	1		2		1		"1996-01-01"	0				0		0					1161	"APS_tz17_hh"	308					
308.0	1162.0	2	2	"Utewele maize"	0.75	1	0.0	1		2		1		"1996-01-01"	0				0		0					1162	"APS_tz17_hh"	308					
308.0	1163.0	3	3	"Itako potatoes"	1.0	1	1.0	1		2		1		"1984-01-01"	0				0		0					1163	"APS_tz17_hh"	308					
308.0	1164.0	4	4	"Itako maize"	0.5	1	1.0	1		2		1		"1984-01-01"	0				0		0					1164	"APS_tz17_hh"	308					
308.0	1165.0	5	5	"Kipasa pines"	1.5	1	1.0	7		7		1		"1984-01-01"	0				0		0					1165	"APS_tz17_hh"	308					
309.0	1166.0	1	1	"Lusai wheat"	0.75	1	2.0	1		2		1		"1995-01-01"	0				0		0					1166	"APS_tz17_hh"	309					
309.0	1167.0	2	2	"Lusai maize"	0.25	1	2.0	1		2		1		"1995-01-01"	0				0		0					1167	"APS_tz17_hh"	309					
309.0	1168.0	3	3	"Lusai fallow"	0.25	1	2.0	2		2		1		"1995-01-01"	0				0		0					1168	"APS_tz17_hh"	309					
309.0	1169.0	4	4	"Nyumbani maize"	0.25	1	0.0	1		2		1		"1995-01-01"	0				0		0					1169	"APS_tz17_hh"	309					
309.0	1170.0	5	5	"Nyumbani IP"	0.25	1	0.0	1		2		1		"1995-01-01"	0				0		0					1170	"APS_tz17_hh"	309					
309.0	1171.0	6	6	"Sahala"	0.5	1	4.0	1		2		1		"1995-01-01"	0				0		0					1171	"APS_tz17_hh"	309					
309.0	1172.0	7	7	"Ngelengele"	0.5	1	2.0	7		7		1		"1995-01-01"	0				0		0					1172	"APS_tz17_hh"	309					
310.0	1173.0	1	1	"\"Wheat, Magema farm\""	1.0	1	0.25	1		2		1		"2014-01-01"	0				0		0					1173	"APS_tz17_hh"	310					
310.0	1174.0	2	2	"\"Maize Sunflower, Utelewe  farm\""	1.0	1	0.0	1		2		1		"2014-01-01"	0				0		0					1174	"APS_tz17_hh"	310					
310.0	1175.0	3	3	"Maize Sunflower"	0.25	1	0.25	1		2		1		"2014-01-01"	0				0		0					1175	"APS_tz17_hh"	310					
310.0	1176.0	4	4	"\"Wheat, Ihelelo farm\""	0.25	1	0.5	1		2		1		"2014-01-01"	0				0		0					1176	"APS_tz17_hh"	310					
310.0	1177.0	5	5	"\"Beans, Ihelelo farm\""	0.25	1	0.5	1		2		1		"2014-01-01"	0				0		0					1177	"APS_tz17_hh"	310					
311.0	1178.0	1	1	"\"Irish Potato, Magema farm\""	0.75	1	0.5	1		2		1		"2004-01-01"	0				0		0					1178	"APS_tz17_hh"	311					
311.0	1179.0	2	2	"\"Maize, Utewele farm\""	0.25	1	0.0	1		2		1		"2004-01-01"	0				0		0					1179	"APS_tz17_hh"	311					
311.0	1180.0	3	3	"\"Maize, Magema farm\""	0.5	1	0.5	1		2		4		"2016-01-01"	0				0		0					1180	"APS_tz17_hh"	311					
311.0	1181.0	4	4	"\"Beans, Ihelelo farm\""	0.5	1	1.5	1		2		4		"2016-01-01"	0				0		0					1181	"APS_tz17_hh"	311					
311.0	1182.0	5	5	"\"Wheat, Ihelelo farm\""	0.25	1	1.25	1		2		4		"2016-01-01"	0				0		0					1182	"APS_tz17_hh"	311					
312.0	1183.0	1	1	"Focal  plot"	0.75	1	0.0	1		3		1		"1999-01-01"	0				0		1	"2014-01-01"				1183	"APS_tz17_hh"	312					
312.0	1184.0	2	2	"Bondeni"	1.0	1	4.0	1		1		1		"2015-01-01"	0				0		0					1184	"APS_tz17_hh"	312					
312.0	1185.0	3	3	"Wood lot"	1.0	1	4.0	1		1		1		"2015-01-01"	0				0		0					1185	"APS_tz17_hh"	312					
312.0	1186.0	4	4	"wheat"	0.25	1	0.0	1		3		1		"1999-01-01"	0				0		1	"2015-01-01"				1186	"APS_tz17_hh"	312					
313.0	1187.0	1	1	"Maize"	2.25	1	0.0	1		3		1		"2008-01-01"	0				0		0					1187	"APS_tz17_hh"	313					
313.0	1188.0	2	2	"Shamba la miti"	0.25	1	0.0	7		7		1		"2008-01-01"	0				0		0					1188	"APS_tz17_hh"	313					
313.0	1189.0	3	3	"Wheat"	0.25	1	4.0	1		2		1		"2008-01-01"	0				0		0					1189	"APS_tz17_hh"	313					
313.0	1190.0	4	4	"Shamba la ng'ambo"	0.5	1	4.0	7		7		1		"2008-01-01"	0				0		0					1190	"APS_tz17_hh"	313					
313.0	1191.0	5	5	"Bustani"	0.25	1	2.0	6		6		1		"2009-01-01"	0				0		0					1191	"APS_tz17_hh"	313					
314.0	1192.0	1	1	"Magema"	0.5	1	1.5	1		2		1		"1987-01-01"	0				0		0					1192	"APS_tz17_hh"	314					
314.0	1193.0	2	2	"Homestead"	0.5	1	0.0	1		3		1		"1996-01-01"	0				0		0					1193	"APS_tz17_hh"	314					
314.0	1194.0	3	3	"Kinenuo"	4.0	1	3.0	1		1		1		"2013-01-01"	0				0		0					1194	"APS_tz17_hh"	314					
314.0	1195.0	4	4	"Magema"	1.0	1	1.5	1		3		1		"1987-01-01"	0				0		1	"2013-01-01"				1195	"APS_tz17_hh"	314					
314.0	1196.0	5	5	"Ungelenge"	1.0	1	1.5	1		1		1		"1987-01-01"	0				0		0					1196	"APS_tz17_hh"	314					
314.0	1197.0	6	6	"Wheat"	0.75	1	1.5	1		2		1		"1997-01-01"	0				0		0					1197	"APS_tz17_hh"	314					
314.0	1198.0	7	7	"Kinyunguni"	0.25	1	1.5	6		2		1		"1998-01-01"	0				0		0					1198	"APS_tz17_hh"	314					
315.0	1199.0	1	1	"Maize"	0.5	1	3.0	1		2		1		"2015-01-01"	0				0		0					1199	"APS_tz17_hh"	315					
315.0	1200.0	2	2	"Wheat"	0.25	1	4.0	1		2		1		"1980-01-01"	0				0		0					1200	"APS_tz17_hh"	315					
315.0	1201.0	3	3	"Maize"	0.25	1	4.0	1		2		1		"1980-01-01"	0				0		0					1201	"APS_tz17_hh"	315					
315.0	1202.0	4	4	"Shamba la nyumbani"	0.5	1	0.0	1		2		1		"1980-01-01"	0				0		0					1202	"APS_tz17_hh"	315					
316.0	1203.0	1	1	"Bondeni"	0.75	1	0.5	1		2		1		"2014-01-01"	0				0		0					1203	"APS_tz17_hh"	316					
316.0	1204.0	2	2	"Juu"	1.0	1	1.0	1		2		1		"2012-01-01"	0				0		0					1204	"APS_tz17_hh"	316					
317.0	1205.0	1	1	"Lyanyanga"	1.0	1	3.0	4		2		1		"2007-01-01"	0				0		0					1205	"APS_tz17_hh"	317					
317.0	1206.0	2	2	"Mahindi"	0.5	1	2.0	1		2		1		"2007-01-01"	0				0		0					1206	"APS_tz17_hh"	317					
317.0	1207.0	3	3	"Mahindi"	3.0	1	2.0	1		2		1		"2007-01-01"	0				0		0					1207	"APS_tz17_hh"	317					
317.0	1208.0	4	4	"Nyumbani"	0.5	1	2.0	1		2		1		"2007-01-01"	0				0		0					1208	"APS_tz17_hh"	317					
317.0	1209.0	5	5	"Mahindi"	1.5	1	2.0	1		2		1		"2007-01-01"	0				0		0					1209	"APS_tz17_hh"	317					
317.0	1210.0	6	6	"Viazi"	1.0	1	3.0	1		2		1		"2007-01-01"	0				0		0					1210	"APS_tz17_hh"	317					
317.0	1211.0	7	7	"Rented"	1.5	1	3.0	4		2		1		"2007-01-01"	0				0		0					1211	"APS_tz17_hh"	317					
317.0	1212.0	8	8	"Rented"	1.0	1	3.0	4		2		1		"2007-01-01"	0				0		0					1212	"APS_tz17_hh"	317					
318.0	1213.0	1	1	"Nyumbani"	1.0	1	0.0	1		2		1		"2007-01-01"	0				0		0					1213	"APS_tz17_hh"	318					
318.0	1214.0	2	2	"Bondeni"	0.25	1	1.0	1		2		1		"2007-01-01"	0				0		0					1214	"APS_tz17_hh"	318					
318.0	1215.0	3	3	"Mlimani"	0.75	1	0.5	1		2		1		"2010-01-01"	0				0		0					1215	"APS_tz17_hh"	318					
319.0	1216.0	1	1	"Mahindi"	1.0	1	1.0	1		2		1		"2012-01-01"	0				0		0					1216	"APS_tz17_hh"	319					
319.0	1217.0	2	2	"Pine"	3.0	1	1.0	7		7		1		"1989-01-01"	0				0		0					1217	"APS_tz17_hh"	319					
319.0	1218.0	3	3	"Mahindi"	3.0	1	1.0	1		2		1		"1989-01-01"	0				0		0					1218	"APS_tz17_hh"	319					
319.0	1219.0	4	4	"Viazi"	2.0	1	2.0	1		2		1		"1989-01-01"	0				0		0					1219	"APS_tz17_hh"	319					
320.0	1220.0	1	1	"Nyumbani"	0.75	1	0.0	1		2		1		"2014-01-01"	0				0		0					1220	"APS_tz17_hh"	320					
320.0	1221.0	2	2	"Mtunduruni"	2.0	1	4.0	1		2		6		"2011-01-01"	0				0		0					1221	"APS_tz17_hh"	320					
320.0	1222.0	3	3	"Mahindi"	2.0	1	4.0	1		1		6		"2016-01-01"	0				1	"2016-01-01"	0					1222	"APS_tz17_hh"	320					
320.0	1223.0	4	4	"Mhango"	1.0	1	6.0	1		2		6		"2016-01-01"	0				0		0					1223	"APS_tz17_hh"	320					
320.0	1224.0	5	5	"Mhango 2"	1.0	1	6.0	1		2		6		"2015-01-01"	0				0		0					1224	"APS_tz17_hh"	320					
321.0	1225.0	1	1	"Nyumbani"	1.25	1	0.0	1		2		1		"1970-01-01"	0				0		0					1225	"APS_tz17_hh"	321					
321.0	1226.0	2	2	"Bondeni1"	1.0	1	2.0	1		2		1		"1970-01-01"	0				0		0					1226	"APS_tz17_hh"	321					
321.0	1227.0	3	3	"Bondeni2"	0.75	1	2.0	1		2		1		"1970-01-01"	0				0		0					1227	"APS_tz17_hh"	321					
322.0	1228.0	1	1	"Usita"	1.0	1	0.0	1		2		1		"1990-01-01"	0				0		0					1228	"APS_tz17_hh"	322					
322.0	1229.0	2	2	"Kitichi"	1.5	1	2.0	1		2		1		"1990-01-01"	0				0		0					1229	"APS_tz17_hh"	322					
322.0	1230.0	3	3	"Kitichi"	1.5	1	3.0	1		2		1		"1995-01-01"	0				0		0					1230	"APS_tz17_hh"	322					
322.0	1231.0	4	4	"Usita"	1.0	1	0.0	1		2		1		"2005-01-01"	0				0		0					1231	"APS_tz17_hh"	322					
322.0	1232.0	5	5	"Kitichi"	0.25	1	2.0	7		7		1		"1980-01-01"	0				0		0					1232	"APS_tz17_hh"	322					
323.0	1233.0	1	1	"Kitichi"	0.75	1	0.6	1		2		1		"2000-01-01"	0				0		0					1233	"APS_tz17_hh"	323					
323.0	1234.0	2	2	"Marengo mapya"	2.5	1	1.5	1		1		1		"2015-01-01"	0				0		0					1234	"APS_tz17_hh"	323					
323.0	1235.0	3	3	"Malamba"	1.5	1	4.0	1		2		1		"2000-01-01"	0				0		0					1235	"APS_tz17_hh"	323					
323.0	1236.0	4	4	"Malamba"	1.5	1	4.0	1		1		1		"2006-01-01"	0				0		0					1236	"APS_tz17_hh"	323					
324.0	1237.0	1	1	"Nyumbani 1"	0.75	1	0.0	1		2		1		"1996-01-01"	0				0		0					1237	"APS_tz17_hh"	324					
324.0	1238.0	2	2	"Kitichi 1"	1.0	1	5.0	1		2		1		"1996-01-01"	0				0		0					1238	"APS_tz17_hh"	324					
324.0	1239.0	3	3	"Ulonge"	1.0	1	10.0	1		2		1		"1996-01-01"	0				0		0					1239	"APS_tz17_hh"	324					
324.0	1240.0	4	4	"Tree"	3.0	1	10.0	7		7		1		"1996-01-01"	0				0		0					1240	"APS_tz17_hh"	324					
324.0	1241.0	5	5	"Hisa"	1.0	1	5.0	1		2		3		"2004-01-01"	1	3		"2004-01-01"	0		0					1241	"APS_tz17_hh"	324					
324.0	1242.0	6	6	"Nyumbani"	0.25	1	0.0	1		2		1		"2006-01-01"	0				0		0					1242	"APS_tz17_hh"	324					
324.0	1243.0	7	7	"Kitichi 2"	1.0	1	3.0	1		2		1		"1996-01-01"	0				0		0					1243	"APS_tz17_hh"	324					
325.0	1244.0	1	1	"Nyumbani 1"	0.75	1	0.0	1		2		3		"2015-01-01"	1	3		"2017-01-01"	0		0					1244	"APS_tz17_hh"	325					
325.0	1245.0	2	2	"Begakwabega"	2.0	1	1.0	1		2		1		"2006-01-01"	0				0		0					1245	"APS_tz17_hh"	325					
325.0	1246.0	3	3	"Iganga"	0.25	1	1.0	1		1		4		"2014-01-01"	0				0		0					1246	"APS_tz17_hh"	325					
325.0	1247.0	4	4	"Ititaf"	1.25	1	2.0	1		2		6		"2007-01-01"	0				0		0					1247	"APS_tz17_hh"	325					
325.0	1248.0	5	5	"Lambalamba"	0.25	1	1.0	1		1		6		"2006-01-01"	0				0		0					1248	"APS_tz17_hh"	325					
325.0	1249.0	6	6	"Njomlole 2"	1.0	1	2.0	1		2		4		"2014-01-01"	1			"2014-01-01"	0		0					1249	"APS_tz17_hh"	325					
325.0	1250.0	7	7	"Njomlole"	1.0	1	1.5	1		2		3		"2008-01-01"	1	3		"2008-01-01"	0		0					1250	"APS_tz17_hh"	325					
325.0	1251.0	8	8	"Mhango"	1.0	1	2.0	1		2		6		"2010-01-01"	0				0		0					1251	"APS_tz17_hh"	325					
325.0	1252.0	9	9	"Mhango 2"	0.5	1	2.0	1		2		4		"2009-01-01"	0				0		0					1252	"APS_tz17_hh"	325					
325.0	1253.0	10	10	"Ekano"	1.0	1	1.0	1		2		4		"2016-01-01"	0				0		0					1253	"APS_tz17_hh"	325					
325.0	1254.0	11	11	"Ulonge"	0.75	1	0.5	1		2		6		"2006-01-01"	0				0		0					1254	"APS_tz17_hh"	325					
326.0	1255.0	1	1	"Nyumbani"	0.5	1	0.0	1		1		1		"1984-01-01"	0				0		0					1255	"APS_tz17_hh"	326					
326.0	1256.0	2	2	"Ititafu"	1.0	1	2.0	1		1		1		"1983-01-01"	0				0		0					1256	"APS_tz17_hh"	326					
326.0	1257.0	3	3	"Ititafu 1"	0.5	1	2.0	1		7		1		"1983-01-01"	0				0		0					1257	"APS_tz17_hh"	326					
327.0	1258.0	1	1	"Ijengidala"	1.75	1	2.0	4		4		1		"1999-01-01"	0				0		0					1258	"APS_tz17_hh"	327					
327.0	1259.0	2	2	"Kitichi"	1.0	1	6.0	1		1		1		"1999-01-01"	0				0		0					1259	"APS_tz17_hh"	327					
