hh_index	psc_index	sc1	sc2	sc3	scropped_flag	sc5	s_maxcrops	s_mincrops	sc6	rgrp5_count	psc_id	psc_uuid	psc_submission_time	psc_parent_table_name	psc_parent_index	psc_tags	psc_notes	psc_version	psc_duration	psc_submitted_by
180.0	752	2	"\"Maize, Dunguya farm\""	2	2									"APS_tz17_hh"	180					
180.0	753	3	"\"Maize, Dunguya farm\""	3	2									"APS_tz17_hh"	180					
180.0	754	4	"\"Tomato, Dunguya farm\""	4	2									"APS_tz17_hh"	180					
181.0	755	1	"Nyamhanga A"	1	2									"APS_tz17_hh"	181					
181.0	756	2	"Nyamhanga B"	2	3									"APS_tz17_hh"	181					
181.0	757	3	"Nyamhanga C"	3	2									"APS_tz17_hh"	181					
181.0	758	4	"Ipwani A"	4	2									"APS_tz17_hh"	181					
181.0	759	5	"Ipwani B"	5	3									"APS_tz17_hh"	181					
181.0	760	6	"Nyumbani"	6	3									"APS_tz17_hh"	181					
181.0	761	7	"Vitono"	7	2									"APS_tz17_hh"	181					
182.0	762	1	"Nyamhanga A"	1	3									"APS_tz17_hh"	182					
182.0	763	2	"Nyamhanga B"	2	3									"APS_tz17_hh"	182					
182.0	764	3	"Nyamhanga C"	3	3									"APS_tz17_hh"	182					
182.0	765	4	"Igunga"	4	2									"APS_tz17_hh"	182					
182.0	766	5	"Nyumbani"	5	3									"APS_tz17_hh"	182					
183.0	767	1	"Vitindi"	1	2									"APS_tz17_hh"	183					
183.0	768	2	"Nyumbani"	2	6									"APS_tz17_hh"	183					
184.0	769	1	"Mbugani"	1	2									"APS_tz17_hh"	184					
184.0	770	2	"Nzingo1"	2	2									"APS_tz17_hh"	184					
184.0	771	3	"Nzingo2"	3	2									"APS_tz17_hh"	184					
185.0	772	1	"Balali"	1	2									"APS_tz17_hh"	185					
185.0	773	2	"Milimani"	2	2									"APS_tz17_hh"	185					
185.0	774	3	"Fallow"	3	2									"APS_tz17_hh"	185					
185.0	775	4	"Woodlot"	4	7									"APS_tz17_hh"	185					
186.0	776	1	"Moja"	1	2									"APS_tz17_hh"	186					
186.0	777	2	"Mbili"	2	2									"APS_tz17_hh"	186					
187.0	778	1	"Balali"	1	2									"APS_tz17_hh"	187					
187.0	779	2	"Balali"	2	2									"APS_tz17_hh"	187					
187.0	780	3	"Balali"	3	2									"APS_tz17_hh"	187					
187.0	781	4	"Balali"	4	2									"APS_tz17_hh"	187					
188.0	782	1	"Alali"	1	2									"APS_tz17_hh"	188					
188.0	783	2	"Balali"	2	2									"APS_tz17_hh"	188					
188.0	784	3	"Mang'wenyu"	3	2									"APS_tz17_hh"	188					
188.0	785	4	"Mpakani"	4	2									"APS_tz17_hh"	188					
189.0	786	1	"Mageleda A"	1	3									"APS_tz17_hh"	189					
189.0	787	2	"Mageleda B"	2	3									"APS_tz17_hh"	189					
189.0	788	3	"Mageleda C"	3	3									"APS_tz17_hh"	189					
189.0	789	4	"Mbugani"	4	3									"APS_tz17_hh"	189					
189.0	790	5	"Machuma"	5	3									"APS_tz17_hh"	189					
189.0	791	6	"Kwamwachai"	6	3									"APS_tz17_hh"	189					
189.0	792	7	"Kiwanjani"	7	2									"APS_tz17_hh"	189					
190.0	793	1	"Mageleda A"	1	3									"APS_tz17_hh"	190					
190.0	794	2	"Mageleda B"	2	3									"APS_tz17_hh"	190					
190.0	795	3	"Mtiulaya"	3	2									"APS_tz17_hh"	190					
191.0	796	1	"Mbugani"	1	3									"APS_tz17_hh"	191					
191.0	797	2	"Mbugani"	2	3									"APS_tz17_hh"	191					
191.0	798	3	"Mbugani"	3	3									"APS_tz17_hh"	191					
191.0	799	4	"Mbugani"	4	3									"APS_tz17_hh"	191					
191.0	800	5	"Mbugani"	5	3									"APS_tz17_hh"	191					
191.0	801	6	"Mbugani"	6	3									"APS_tz17_hh"	191					
192.0	802	1	"Mbugani"	1	3									"APS_tz17_hh"	192					
192.0	803	2	"Mbugani"	2	3									"APS_tz17_hh"	192					
192.0	804	3	"Mbugani"	3	3									"APS_tz17_hh"	192					
192.0	805	4	"Kidongo chekundu"	4	3									"APS_tz17_hh"	192					
192.0	806	5	"Kidogo chekundu"	5	3									"APS_tz17_hh"	192					
193.0	807	1	"Alizeti"	1	2									"APS_tz17_hh"	193					
193.0	808	2	"Alizeti"	2	2									"APS_tz17_hh"	193					
194.0	809	1	"Mbugani"	1	2									"APS_tz17_hh"	194					
195.0	810	1	"Mbugani 1"	1	2									"APS_tz17_hh"	195					
195.0	811	2	"Mbugani2"	2	2									"APS_tz17_hh"	195					
195.0	812	3	"Mbugani 3"	3	2									"APS_tz17_hh"	195					
195.0	813	4	"Ivangwa"	4	2									"APS_tz17_hh"	195					
196.0	814	1	"Mbugani1 "	1	2									"APS_tz17_hh"	196					
196.0	815	2	"Mbugani2"	2	2									"APS_tz17_hh"	196					
196.0	816	3	"Mbugani3"	3	2									"APS_tz17_hh"	196					
197.0	817	1	"\"Sunflower, Mbugani farm\""	1	2									"APS_tz17_hh"	197					
197.0	818	2	"\"Maize, Mbugani farms\""	2	2									"APS_tz17_hh"	197					
197.0	819	3	"\"Sorghum, Mbugani farms\""	3	2									"APS_tz17_hh"	197					
197.0	820	4	"\"Maize, Ikengeza farm\""	4	2									"APS_tz17_hh"	197					
197.0	821	5	"\"Beekiping for beehives, Mbugani farms\""	5	2									"APS_tz17_hh"	197					
198.0	822	1	"\"Maize, Ndolera farm\""	1	2									"APS_tz17_hh"	198					
198.0	823	2	"\"Maize, Ndolera farm\""	2	2									"APS_tz17_hh"	198					
198.0	824	3	"\"Sunflower, Ndolera farm\""	3	2									"APS_tz17_hh"	198					
198.0	825	4	"\"Sunflower, Ndolera farm\""	4	2									"APS_tz17_hh"	198					
198.0	826	5	"\"Maize, Ndolera farm\""	5	2									"APS_tz17_hh"	198					
198.0	827	6	"\"Sunflower, Mkengeza farm\""	6	2									"APS_tz17_hh"	198					
199.0	828	1	"Mbugani"	1	3									"APS_tz17_hh"	199					
199.0	829	2	"Mbugani"	2	3									"APS_tz17_hh"	199					
199.0	830	3	"Garden"	3	6									"APS_tz17_hh"	199					
200.0	831	1	"Ng'ambo"	1	2									"APS_tz17_hh"	200					
200.0	832	2	"Mbugani"	2	2									"APS_tz17_hh"	200					
201.0	833	1	"Chini"	1	2									"APS_tz17_hh"	201					
201.0	834	2	"Chini"	2	2									"APS_tz17_hh"	201					
202.0	835	1	"Nyumbani"	1	2									"APS_tz17_hh"	202					
202.0	836	2	"Kifumbi"	2	2									"APS_tz17_hh"	202					
202.0	837	3	"Vitono  kati 2"	3	2									"APS_tz17_hh"	202					
202.0	838	4	"Vitono kati"	4	2									"APS_tz17_hh"	202					
202.0	839	5	"Vitono  kati "	5	2									"APS_tz17_hh"	202					
202.0	840	6	"Vitono kati 3"	6	2									"APS_tz17_hh"	202					
203.0	841	1	"Mnang'anani"	1	2									"APS_tz17_hh"	203					
203.0	842	2	"Kwenye kichanga"	2	2									"APS_tz17_hh"	203					
203.0	843	3	"Mbugani"	3	2									"APS_tz17_hh"	203					
203.0	844	4	"Ng'ambo"	4	2									"APS_tz17_hh"	203					
203.0	845	5	"Ng'ambo 2"	5	2									"APS_tz17_hh"	203					
204.0	846	1	"Nyamana"	1	2									"APS_tz17_hh"	204					
204.0	847	2	"Mbugani"	2	2									"APS_tz17_hh"	204					
204.0	848	3	"Mbugani 2"	3	2									"APS_tz17_hh"	204					
205.0	849	1	"Kijijini"	1	2									"APS_tz17_hh"	205					
205.0	850	2	"Mbugani "	2	2									"APS_tz17_hh"	205					
205.0	851	3	"Mbugani 2"	3	2									"APS_tz17_hh"	205					
206.0	852	1	"Korongoni"	1	2									"APS_tz17_hh"	206					
206.0	853	2	"Nbugani"	2	2									"APS_tz17_hh"	206					
206.0	854	3	"Mairo"	3	2									"APS_tz17_hh"	206					
207.0	855	1	"Mbugani"	1	2									"APS_tz17_hh"	207					
207.0	856	2	"Kanisani"	2	2									"APS_tz17_hh"	207					
207.0	857	3	"Mkungugu B"	3	2									"APS_tz17_hh"	207					
208.0	858	1	"Kijijini1"	1	2									"APS_tz17_hh"	208					
208.0	859	2	"Nyumbani1"	2	2									"APS_tz17_hh"	208					
208.0	860	3	"Nyumbani2"	3	2									"APS_tz17_hh"	208					
209.0	861	1	"Ng'ambo"	1	2									"APS_tz17_hh"	209					
209.0	862	2	"Chini"	2	2									"APS_tz17_hh"	209					
209.0	863	3	"Beans"	3	2									"APS_tz17_hh"	209					
209.0	864	4	"Pumpkins"	4	2									"APS_tz17_hh"	209					
209.0	865	5	"Garden"	5	1	1	11	2	3	3				"APS_tz17_hh"	209					
210.0	866	1	"Sunflower"	1	2									"APS_tz17_hh"	210					
210.0	867	2	"Maize"	2	2									"APS_tz17_hh"	210					
210.0	868	3	"Shamba la nyumbani"	3	3									"APS_tz17_hh"	210					
210.0	869	4	"Kikuluwe"	4	3									"APS_tz17_hh"	210					
211.0	870	1	"Mbugani"	1	3									"APS_tz17_hh"	211					
211.0	871	2	"Mbugani"	2	8									"APS_tz17_hh"	211					
211.0	872	3	"Mbugani"	3	3									"APS_tz17_hh"	211					
212.0	873	1	"Maize"	1	3									"APS_tz17_hh"	212					
212.0	874	2	"Sunflower"	2	2									"APS_tz17_hh"	212					
212.0	875	3	"Alizeti"	3	3									"APS_tz17_hh"	212					
212.0	876	4	"Maize"	4	3									"APS_tz17_hh"	212					
213.0	877	1	"Mbugani sunfower"	1	2									"APS_tz17_hh"	213					
213.0	878	2	"Mbugani maize"	2	2									"APS_tz17_hh"	213					
213.0	879	3	"Ng'ambo maize"	3	2									"APS_tz17_hh"	213					
213.0	880	4	"Ng'ambo sunflower"	4	2									"APS_tz17_hh"	213					
213.0	881	5	"Kati maize"	5	2									"APS_tz17_hh"	213					
213.0	882	6	"Kati sunflower"	6	2									"APS_tz17_hh"	213					
213.0	883	7	"Nyumbani"	7	2									"APS_tz17_hh"	213					
214.0	884	1	"Mbugani sunflower"	1	2									"APS_tz17_hh"	214					
214.0	885	2	"Mbugani maize"	2	2									"APS_tz17_hh"	214					
214.0	886	3	"Nyumbani"	3	6									"APS_tz17_hh"	214					
215.0	887	1	"Shamba la nyumbani"	1	2									"APS_tz17_hh"	215					
215.0	888	2	"Bondeni"	2	2									"APS_tz17_hh"	215					
216.0	889	1	"Maize"	1	3									"APS_tz17_hh"	216					
216.0	890	2	"Mtama"	2	3									"APS_tz17_hh"	216					
216.0	891	3	"Sunflower"	3	3									"APS_tz17_hh"	216					
217.0	892	1	"Beans"	1	1	0	2	1	1	1				"APS_tz17_hh"	217					
217.0	893	2	"Maize pigeonpeas"	2	3									"APS_tz17_hh"	217					
217.0	894	3	"Maize pigeon peas"	3	3									"APS_tz17_hh"	217					
217.0	895	4	"Maize pigeon peas"	4	3									"APS_tz17_hh"	217					
217.0	896	5	"Maize pigeonpeas"	5	3									"APS_tz17_hh"	217					
218.0	897	1	"Beans"	1	1	1	11	2	2	2				"APS_tz17_hh"	218					
218.0	898	2	"Garden"	2	6									"APS_tz17_hh"	218					
218.0	899	3	"Jangwani"	3	3									"APS_tz17_hh"	218					
218.0	900	4	"Livako"	4	3									"APS_tz17_hh"	218					
219.0	901	1	"\"Beans, Dudiye farm\""	1	1	0	2	1	1	1				"APS_tz17_hh"	219					
219.0	902	2	"\"Maize and beans, Dudiye farm\""	2	2									"APS_tz17_hh"	219					
219.0	903	3	"\"Beans, Dudiye farm\""	3	2									"APS_tz17_hh"	219					
219.0	904	4	"\"Beans, Basutu farm\""	4	2									"APS_tz17_hh"	219					
219.0	905	5	"\"Fallow, Dohome farm\""	5	2									"APS_tz17_hh"	219					
220.0	906	1	"\"Sorghum  and Sunflower, Dudiye farm\""	1	2									"APS_tz17_hh"	220					
220.0	907	2	"\"Beans, Dudie farm\""	2	1	0	2	1	1	1				"APS_tz17_hh"	220					
220.0	908	3	"\"Beans, Mtoni farm\""	3	1	0	2	1	1	1				"APS_tz17_hh"	220					
220.0	909	4	"Maize and Pigeonpea Rivaku farm"	4	2									"APS_tz17_hh"	220					
220.0	910	5	"\"Maize Pigeonpea, Endasago\""	5	2									"APS_tz17_hh"	220					
220.0	911	6	"\"Beans, Dudie farm\""	6	1	0	2	1	1	1				"APS_tz17_hh"	220					
220.0	912	7	"\"Fallow, Endasago farm\""	7	2									"APS_tz17_hh"	220					
221.0	913	1	"Simbaki"	1	3									"APS_tz17_hh"	221					
221.0	914	2	"Simbaki"	2	3									"APS_tz17_hh"	221					
222.0	915	1	"Mbuga"	1	3									"APS_tz17_hh"	222					
223.0	916	1	"Nyumbani"	1	1	1	11	2	2	2				"APS_tz17_hh"	223					
223.0	917	2	"Banana"	2	1	0	2	1	1	1				"APS_tz17_hh"	223					
224.0	918	1	"Home"	1	2									"APS_tz17_hh"	224					
224.0	919	2	"Bondeni"	2	2									"APS_tz17_hh"	224					
225.0	920	1	"Kisima kirefu"	1	2									"APS_tz17_hh"	225					
225.0	921	2	"Maharage"	2	2									"APS_tz17_hh"	225					
225.0	922	3	"Mahindi"	3	2									"APS_tz17_hh"	225					
226.0	923	1	"Nyumbani"	1	2									"APS_tz17_hh"	226					
226.0	924	2	"Mahindi"	2	2									"APS_tz17_hh"	226					
227.0	925	1	"Kolongoni"	1	3									"APS_tz17_hh"	227					
227.0	926	2	"Barae"	2	3									"APS_tz17_hh"	227					
227.0	927	3	"Matunda"	3	3									"APS_tz17_hh"	227					
227.0	928	4	"Nyumbani"	4	6									"APS_tz17_hh"	227					
228.0	929	1	"Kolongoni"	1	3									"APS_tz17_hh"	228					
228.0	930	2	"Nyumbani"	2	3									"APS_tz17_hh"	228					
229.0	931	1	"Shamba la Barabarani"	1	2									"APS_tz17_hh"	229					
229.0	932	2	"Kwa Ndege"	2	2									"APS_tz17_hh"	229					
229.0	933	3	"Garden"	3	1	1	11	2	2	2				"APS_tz17_hh"	229					
229.0	934	4	"Kwa Datho"	4	2									"APS_tz17_hh"	229					
229.0	935	5	"Mbugani"	5	2									"APS_tz17_hh"	229					
230.0	936	1	"Nyumbani"	1	2									"APS_tz17_hh"	230					
230.0	937	2	"Aytlaa"	2	2									"APS_tz17_hh"	230					
230.0	938	3	"Bustani"	3	2									"APS_tz17_hh"	230					
231.0	939	1	"Chini"	1	2									"APS_tz17_hh"	231					
231.0	940	2	"Juu "	2	2									"APS_tz17_hh"	231					
231.0	941	3	"Nyumbani"	3	6									"APS_tz17_hh"	231					
232.0	942	1	"Chini Maize&PP"	1	2									"APS_tz17_hh"	232					
232.0	943	2	"Chini Sunflower"	2	2									"APS_tz17_hh"	232					
232.0	944	3	"Nyumbani Garden"	3	6									"APS_tz17_hh"	232					
232.0	945	4	"Nyumbani Pegion pea"	4	2									"APS_tz17_hh"	232					
233.0	946	1	"Ntumbani 1"	1	2									"APS_tz17_hh"	233					
233.0	947	2	"Garden"	2	2									"APS_tz17_hh"	233					
234.0	948	1	"Nyunbani"	1	2									"APS_tz17_hh"	234					
235.0	949	1	"Korongoni"	1	2									"APS_tz17_hh"	235					
235.0	950	2	"Korongoni 3"	2	2									"APS_tz17_hh"	235					
235.0	951	3	"Korongoni 4"	3	2									"APS_tz17_hh"	235					
235.0	952	4	"Nyumbani"	4	2									"APS_tz17_hh"	235					
235.0	953	5	"Korongoni 2"	5	2									"APS_tz17_hh"	235					
236.0	954	1	"Kwa George"	1	2									"APS_tz17_hh"	236					
236.0	955	2	"Mlimani"	2	2									"APS_tz17_hh"	236					
236.0	956	3	"Ziwani"	3	2									"APS_tz17_hh"	236					
236.0	957	4	"Ziwani 2"	4	2									"APS_tz17_hh"	236					
237.0	958	1	"Nyumbani"	1	2									"APS_tz17_hh"	237					
237.0	959	2	"Mageni"	2	2									"APS_tz17_hh"	237					
237.0	960	3	"Mageni"	3	2									"APS_tz17_hh"	237					
237.0	961	4	"Mageni"	4	2									"APS_tz17_hh"	237					
237.0	962	5	"Athaa"	5	2									"APS_tz17_hh"	237					
237.0	963	6	"Nyumbani"	6	1	0	2	1	1	1				"APS_tz17_hh"	237					
238.0	964	1	"Athaa"	1	2									"APS_tz17_hh"	238					
238.0	965	2	"Geyu"	2	2									"APS_tz17_hh"	238					
238.0	966	3	"Atlaa"	3	2									"APS_tz17_hh"	238					
239.0	967	1	"Shamba la nyumbani"	1	2									"APS_tz17_hh"	239					
239.0	968	2	"Kateshi"	2	2									"APS_tz17_hh"	239					
239.0	969	3	"Maize"	3	2									"APS_tz17_hh"	239					
240.0	970	1	"Homestead"	1	3									"APS_tz17_hh"	240					
240.0	971	2	"Maize Beans"	2	3									"APS_tz17_hh"	240					
240.0	972	3	"Maize Beans"	3	3									"APS_tz17_hh"	240					
241.0	973	1	"Maize legumes"	1	3									"APS_tz17_hh"	241					
241.0	974	2	"Chickpeas"	2	3									"APS_tz17_hh"	241					
241.0	975	3	"Homestead"	3	3									"APS_tz17_hh"	241					
242.0	976	1	"Ng'ambo"	1	2									"APS_tz17_hh"	242					
242.0	977	2	"Nyumbani"	2	2									"APS_tz17_hh"	242					
242.0	978	3	"Bondeni"	3	2									"APS_tz17_hh"	242					
242.0	979	4	"Mbugani"	4	1	0	2	1	1	1				"APS_tz17_hh"	242					
243.0	980	1	"Darajani"	1	2									"APS_tz17_hh"	243					
243.0	981	2	"Nyumbani"	2	2									"APS_tz17_hh"	243					
243.0	982	3	"Mlimani"	3	2									"APS_tz17_hh"	243					
244.0	983	1	"Nyumbani 1"	1	2									"APS_tz17_hh"	244					
244.0	984	2	"Nyumbani Garden"	2	6									"APS_tz17_hh"	244					
244.0	985	3	"Nyumbani 2"	3	2									"APS_tz17_hh"	244					
244.0	986	4	"Karibu Rented 1"	4	2									"APS_tz17_hh"	244					
244.0	987	5	"Karibu Rented 2"	5	2									"APS_tz17_hh"	244					
244.0	988	6	"Karibu shared"	6	2									"APS_tz17_hh"	244					
244.0	989	7	"Shared chini"	7	2									"APS_tz17_hh"	244					
244.0	990	8	"Rented chini"	8	2									"APS_tz17_hh"	244					
244.0	991	9	"Shared chini 2"	9	2									"APS_tz17_hh"	244					
244.0	992	10	"Nyumbani Rented/Shared"	10	2									"APS_tz17_hh"	244					
245.0	993	1	"Nyumbani"	1	2									"APS_tz17_hh"	245					
245.0	994	2	"Dengu"	2	2									"APS_tz17_hh"	245					
245.0	995	3	"Alizeti"	3	2									"APS_tz17_hh"	245					
246.0	996	1	"Mahindi"	1	2									"APS_tz17_hh"	246					
246.0	997	2	"Dengu"	2	2									"APS_tz17_hh"	246					
247.0	998	1	"Mbugani"	1	3									"APS_tz17_hh"	247					
247.0	999	2	"Mbugani"	2	3									"APS_tz17_hh"	247					
247.0	1000	3	"Mbugani"	3	3									"APS_tz17_hh"	247					
247.0	1001	4	"Mbugani"	4	3									"APS_tz17_hh"	247					
248.0	1002	1	"Didirimoo"	1	3									"APS_tz17_hh"	248					
248.0	1003	2	"Didirimo"	2	3									"APS_tz17_hh"	248					
248.0	1004	3	"Home"	3	3									"APS_tz17_hh"	248					
249.0	1005	1	"\"Maize, Mbugani farm\""	1	2									"APS_tz17_hh"	249					
249.0	1006	2	"\"Maize, Mara farm\""	2	2									"APS_tz17_hh"	249					
249.0	1007	3	"\"Chickepea, Mara Magharibi farm\""	3	2									"APS_tz17_hh"	249					
250.0	1008	1	"\"Maize beans, Mara farm\""	1	2									"APS_tz17_hh"	250					
250.0	1009	2	"\"Check peas, Uteshi farm\""	2	2									"APS_tz17_hh"	250					
250.0	1010	3	"\"Check peas, Magharibi farm\""	3	2									"APS_tz17_hh"	250					
250.0	1011	4	"\"Maize, Nyamuri farm\""	4	2									"APS_tz17_hh"	250					
250.0	1012	5	"\"Check peas, Mbugani farm\""	5	2									"APS_tz17_hh"	250					
251.0	1013	1	"Mbugani east"	1	3									"APS_tz17_hh"	251					
251.0	1014	2	"Mbugani west A"	2	3									"APS_tz17_hh"	251					
251.0	1015	3	"Mbugani west B"	3	3									"APS_tz17_hh"	251					
251.0	1016	4	"Mbugani west C"	4	5									"APS_tz17_hh"	251					
251.0	1017	5	"Qarbu"	5	3									"APS_tz17_hh"	251					
252.0	1018	1	"Pembeni"	1	2									"APS_tz17_hh"	252					
252.0	1019	2	"Nyumbani"	2	2									"APS_tz17_hh"	252					
252.0	1020	3	"Dingo mweusi"	3	2									"APS_tz17_hh"	252					
252.0	1021	4	"\"\nFallow\""	4	2									"APS_tz17_hh"	252					
253.0	1022	1	"Mbugani A"	1	3									"APS_tz17_hh"	253					
253.0	1023	2	"Mbugani B"	2	3									"APS_tz17_hh"	253					
253.0	1024	3	"Mbugani C"	3	3									"APS_tz17_hh"	253					
253.0	1025	4	"Nyumbani"	4	3									"APS_tz17_hh"	253					
253.0	1026	5	"Mbugani D"	5	5									"APS_tz17_hh"	253					
254.0	1027	1	"Mbugani"	1	2									"APS_tz17_hh"	254					
254.0	1028	2	"Hidet"	2	2									"APS_tz17_hh"	254					
254.0	1029	3	"Sanjawe"	3	2									"APS_tz17_hh"	254					
255.0	1030	1	"Moramu"	1	2									"APS_tz17_hh"	255					
255.0	1031	2	"Nyumbani"	2	2									"APS_tz17_hh"	255					
255.0	1032	3	"Moram"	3	2									"APS_tz17_hh"	255					
256.0	1033	1	"Nyumbani"	1	2									"APS_tz17_hh"	256					
256.0	1034	2	"Mashariki"	2	2									"APS_tz17_hh"	256					
256.0	1035	3	"Mashariki"	3	2									"APS_tz17_hh"	256					
257.0	1036	1	"Moramu"	1	2									"APS_tz17_hh"	257					
257.0	1037	2	"Nyumbani"	2	2									"APS_tz17_hh"	257					
258.0	1038	1	"Mashariki"	1	2									"APS_tz17_hh"	258					
258.0	1039	2	"Magharibi"	2	2									"APS_tz17_hh"	258					
258.0	1040	3	"Kusini"	3	2									"APS_tz17_hh"	258					
258.0	1041	4	"Kusini 1"	4	2									"APS_tz17_hh"	258					
258.0	1042	5	"Kusini 2"	5	2									"APS_tz17_hh"	258					
258.0	1043	6	"Kusini 3"	6	2									"APS_tz17_hh"	258					
258.0	1044	7	"Kusini 4"	7	2									"APS_tz17_hh"	258					
259.0	1045	1	"Maskaroda"	1	2									"APS_tz17_hh"	259					
259.0	1046	2	"Karanga"	2	2									"APS_tz17_hh"	259					
259.0	1047	3	"Nyumbani"	3	2									"APS_tz17_hh"	259					
260.0	1048	1	"Home"	1	3									"APS_tz17_hh"	260					
260.0	1049	2	"Khalieda"	2	3									"APS_tz17_hh"	260					
261.0	1050	1	"Mtoni"	1	3									"APS_tz17_hh"	261					
262.0	1051	1	"Shamba jipya"	1	3									"APS_tz17_hh"	262					
262.0	1052	2	"Shamba la bula"	2	3									"APS_tz17_hh"	262					
262.0	1053	3	"Shamba la juu"	3	3									"APS_tz17_hh"	262					
262.0	1054	4	"Mbuga"	4	2									"APS_tz17_hh"	262					
263.0	1055	1	"Bondeni"	1	3									"APS_tz17_hh"	263					
263.0	1056	2	"Kolongoni"	2	3									"APS_tz17_hh"	263					
263.0	1057	3	"Mbugani A"	3	3									"APS_tz17_hh"	263					
263.0	1058	4	"Kijiweni"	4	3									"APS_tz17_hh"	263					
263.0	1059	5	"Mbugani B"	5	2									"APS_tz17_hh"	263					
264.0	1060	1	"Bondeni"	1	2									"APS_tz17_hh"	264					
264.0	1061	2	"Nyumbani"	2	2									"APS_tz17_hh"	264					
264.0	1062	3	"Mahindi"	3	2									"APS_tz17_hh"	264					
265.0	1063	1	"Bondeni"	1	2									"APS_tz17_hh"	265					
265.0	1064	2	"Nyumbani"	2	2									"APS_tz17_hh"	265					
266.0	1065	1	"Bondeni"	1	2									"APS_tz17_hh"	266					
266.0	1066	2	"Nyumbani"	2	2									"APS_tz17_hh"	266					
267.0	1067	1	"Bondeni"	1	2									"APS_tz17_hh"	267					
267.0	1068	2	"Nyumbani"	2	2									"APS_tz17_hh"	267					
268.0	1069	1	"Manuasi Maize 1"	1	2									"APS_tz17_hh"	268					
268.0	1070	2	"Manuasi Maize 2"	2	2									"APS_tz17_hh"	268					
268.0	1071	3	"Nyumbani"	3	2									"APS_tz17_hh"	268					
268.0	1072	4	"Karibu na nyumbani"	4	2									"APS_tz17_hh"	268					
268.0	1073	5	"Isale"	5	2									"APS_tz17_hh"	268					
268.0	1074	6	"Tauri"	6	2									"APS_tz17_hh"	268					
269.0	1075	1	"Nyumbani Maize 1"	1	3									"APS_tz17_hh"	269					
269.0	1076	2	"Nyumbani Maize 2"	2	3									"APS_tz17_hh"	269					
269.0	1077	3	"Nyumbani Grazed"	3	3									"APS_tz17_hh"	269					
269.0	1078	4	"Mlimani Grazed"	4	3									"APS_tz17_hh"	269					
269.0	1079	5	"Rented"	5	2									"APS_tz17_hh"	269					
270.0	1080	1	"Nyumbani1"	1	2									"APS_tz17_hh"	270					
270.0	1081	2	"Nyumbani2"	2	2									"APS_tz17_hh"	270					
270.0	1082	3	"Shamba kubwa"	3	2									"APS_tz17_hh"	270					
270.0	1083	4	"kigongoni"	4	2									"APS_tz17_hh"	270					
271.0	1084	1	"Masakaroda"	1	2									"APS_tz17_hh"	271					
271.0	1085	2	"Mbugani"	2	2									"APS_tz17_hh"	271					
271.0	1086	3	"Tindigani"	3	1	1	11	2	3	3				"APS_tz17_hh"	271					
271.0	1087	4	"Nyumbani"	4	2									"APS_tz17_hh"	271					
272.0	1088	1	"Shuleni"	1	2									"APS_tz17_hh"	272					
272.0	1089	2	"Bustani"	2	2									"APS_tz17_hh"	272					
272.0	1090	3	"Chilema"	3	2									"APS_tz17_hh"	272					
272.0	1091	4	"Nyumbani"	4	2									"APS_tz17_hh"	272					
272.0	1092	5	"Mariki"	5	2									"APS_tz17_hh"	272					
272.0	1093	6	"Rusian"	6	2									"APS_tz17_hh"	272					
273.0	1094	1	"Nyumbani"	1	2									"APS_tz17_hh"	273					
273.0	1095	2	"Kanisani"	2	2									"APS_tz17_hh"	273					
274.0	1096	1	"Nyumbani"	1	2									"APS_tz17_hh"	274					
274.0	1097	2	"Mlimani"	2	2									"APS_tz17_hh"	274					
275.0	1098	1	"Nyumbani"	1	2									"APS_tz17_hh"	275					
275.0	1099	2	"Segiet"	2	2									"APS_tz17_hh"	275					
275.0	1100	3	"Segiet 1"	3	2									"APS_tz17_hh"	275					
276.0	1101	1	"Nyumbani"	1	2									"APS_tz17_hh"	276					
277.0	1102	1	"Sekondari"	1	2									"APS_tz17_hh"	277					
277.0	1103	2	"Olbeshi"	2	2									"APS_tz17_hh"	277					
277.0	1104	3	"Nyumbani"	3	2									"APS_tz17_hh"	277					
278.0	1105	1	"Manuwasi"	1	2									"APS_tz17_hh"	278					
278.0	1106	2	"Manuwasi"	2	2									"APS_tz17_hh"	278					
279.0	1107	1	"Ngorika"	1	3									"APS_tz17_hh"	279					
279.0	1108	2	"Mahindi alizeti"	2	3									"APS_tz17_hh"	279					
279.0	1109	3	"Fallow"	3	2									"APS_tz17_hh"	279					
280.0	1110	1	"Ngorika"	1	3									"APS_tz17_hh"	280					
280.0	1111	2	"Fallow"	2	2									"APS_tz17_hh"	280					
281.0	1112	1	"Ngorika"	1	3									"APS_tz17_hh"	281					
281.0	1113	2	"Ngorika"	2	3									"APS_tz17_hh"	281					
281.0	1114	3	"Ngorika"	3	3									"APS_tz17_hh"	281					
282.0	1115	1	"Ngorika"	1	3									"APS_tz17_hh"	282					
282.0	1116	2	"Ngorika"	2	3									"APS_tz17_hh"	282					
283.0	1117	1	"Ngorika A"	1	3									"APS_tz17_hh"	283					
283.0	1118	2	"Nyumbani"	2	3									"APS_tz17_hh"	283					
283.0	1119	3	"Ngorika B"	3	4									"APS_tz17_hh"	283					
284.0	1120	1	"Ngorika"	1	3									"APS_tz17_hh"	284					
284.0	1121	2	"Ngurudoto"	2	2									"APS_tz17_hh"	284					
285.0	1122	1	"Makuta"	1	2									"APS_tz17_hh"	285					
